"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"434","trend",0.111056002906383,31074194.7448629,0.107512451472773,197924.80729212,0.0965854006618831,31074194.7448629,0.107512451472773,197924.80729212,0.0965854006618831,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"435","season",0.276660559765363,101282.298426831,0.000350422859999156,645.110181062621,0.000314807558291728,101282.298426831,0.000350422859999156,645.110181062621,0.000314807558291728,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"436","holiday",0.889856065034767,6192965.67386254,0.0214268117629586,247718.626954502,0.120884305323584,6192965.67386254,0.0214268117629586,247718.626954502,0.120884305323584,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"437","competitor_sales_B",0.184077543851802,160375154.003307,0.55487603472233,1021497.79619941,0.49848109123347,160375154.003307,0.55487603472233,1021497.79619941,0.49848109123347,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"438","events",0,0,0,0,0,0,0,0,0,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"439","tv_S",287068.816448187,8835028.09946106,0.0305679853525704,56274.0643277775,0.0274612016772056,8835028.09946106,0.0305679853525704,56274.0643277775,0.0274612016772056,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,7774236.44,49517.4295541401,109538.09894829,60020.6693941503,15036.6750716844,0.206047362680601,0.280653807359741,0.303664289666813,1.13644962661581,0.879933414187356,3,FALSE,1.09486847932964,0.017060001950342,0.90070672618025,1.28868159879771,0.591813904571348
"440","ooh_S",264373.104807255,8651498.50777699,0.0299329981394902,55105.0860367961,0.0268907515242198,8651498.50777699,0.0299329981394902,55105.0860367961,0.0268907515242198,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,24719081.6,157446.379617834,159014.718305208,1568.3386873735,63115.2981332688,0.655151359349006,0.274823800019702,0.400868526075143,0.349992716063407,2.85720231908722,3,FALSE,0.363531041047432,0.00820547730280162,0.269810063248447,0.456417252426175,0.527865000572106
"441","print_S",123552.509719567,3968746.63800271,0.0137313189876476,25278.6410063867,0.0123357334696618,3968746.63800271,0.0137313189876476,25278.6410063867,0.0123357334696618,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,1804904.93333333,11496.2097664544,17680.1164700741,6183.90670361978,28704.9089445227,0.0478369682055284,0.126071342599304,2.49690198140633,2.19886741107918,0.454779581052233,3,FALSE,1.98055571527319,0.030631917125063,1.62942027572878,2.32604470632484,0.520837674525704
"442","facebook_S",105394.745262604,3894421.02815972,0.0134741625725888,24805.2294787244,0.0121047132013953,3894421.02815972,0.0134741625725888,24805.2294787244,0.0121047132013953,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,1002234.0659765,6383.65647118789,6599.40715210432,215.75068091643,24155.4678379021,0.0265630827769259,0.123710312713271,3.78395484577308,3.88574002856838,0.257351236224733,3,FALSE,3.75945166386455,0.113917570276974,2.46594383129376,5.05663256308569,0.282109141713369
"443","search_S",410727.728563571,6130470.49819779,0.021210587027415,39047.5827910688,0.0190548445157111,6130470.49819779,0.021210587027415,39047.5827910688,0.0190548445157111,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,2429880,15476.9426751592,27520.9186883775,12043.9760132183,56438.5144646375,0.0644012269879381,0.194740737307982,3.64661908034474,2.52295195573353,0.396361095076524,3,FALSE,2.63445784015419,0.0610031081843411,1.94095178272358,3.32827126814803,0.0245833415169991
"444","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.6571013,0.937015407215721,0.77576395737269,0.965365748844955,0.0573976810697143,0.569123840862108,0.255426987202293,0.569123840862108,0.427506448541547,0.823659580992404,34658.4251532488,0.000429332,65481090.2533626,1e-04,"3_109_11",3,109,11,1631,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0
"445","(Intercept)",520697.573701526,81749519.0711396,0.282635200863404,520697.573701526,0.25524587844357,81749519.0711396,0.282635200863404,520697.573701526,0.25524587844357,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"446","trend",0.0741389169408811,20744553.0444329,0.0717208001117736,132130.911111038,0.0647705543091666,20744553.0444329,0.0717208001117736,132130.911111038,0.0647705543091666,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"447","season",0.303026340497279,110934.512224892,0.000383537401829623,706.589249840075,0.000346369952316304,110934.512224892,0.000383537401829623,706.589249840075,0.000346369952316304,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"448","holiday",0.844634226497203,5878243.65894752,0.0203230379352433,235129.746357901,0.115260569068329,5878243.65894752,0.0203230379352433,235129.746357901,0.115260569068329,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"449","competitor_sales_B",0.166383779701589,144959693.262625,0.501173737630506,923310.148169585,0.452606506633156,144959693.262625,0.501173737630506,923310.148169585,0.452606506633156,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"450","events",0,0,0,0,0,0,0,0,0,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"451","tv_S",356864.149776301,10014812.1347096,0.0346245271099359,63788.612322991,0.0312691689176397,10014812.1347096,0.0346245271099359,63788.612322991,0.0312691689176397,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,7774236.44,49517.4295541401,110372.462111101,60855.0325569614,19787.5933680436,0.206047362680601,0.279763218218319,0.39960865388638,1.28820524201983,0.776273816765455,2,FALSE,1.14437503291765,0.0203079659003454,0.935171950047555,1.35430776616069,0.600279442144382
"452","ooh_S",238096.219018806,12248202.5024776,0.0423460983481864,78014.0286782015,0.0382424660428776,12248202.5024776,0.0423460983481864,78014.0286782015,0.0382424660428776,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,24719081.6,157446.379617834,161812.803394921,4366.42377708625,81866.4637080194,0.655151359349006,0.342152853532501,0.519964091309891,0.495495856224595,2.0181803489124,2,FALSE,0.449701821855063,0.00901711556774275,0.356981125666082,0.543085244169061,0.706014755786816
"453","print_S",250938.832990455,2842065.55058923,0.00982596322137055,18102.3283477021,0.00887375884649645,2842065.55058923,0.00982596322137055,18102.3283477021,0.00887375884649645,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,1804904.93333333,11496.2097664544,17964.1231039611,6467.91333750674,7280.01292913343,0.0478369682055284,0.0793929425859687,0.633253313659631,1.57463448523045,0.635068016977699,2,FALSE,1.57569875128283,0.0529163383017199,1.03123208253833,2.12337162761375,0.15691429117428
"454","facebook_S",156136.193768076,3449166.17602009,0.0119249114373672,21969.2113122299,0.0107693043396374,3449166.17602009,0.0119249114373672,21969.2113122299,0.0107693043396374,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,1002234.0659765,6383.65647118789,6422.51847215393,38.862000966039,20136.9506049591,0.0265630827769259,0.0963522646849066,3.15445398665257,3.44147768780888,0.290572855823651,2,FALSE,3.09321888748417,0.145012451969812,1.5982331450048,4.59114305539129,0.122065035808856
"455","search_S",335490.312227189,7243211.92428454,0.025042185940383,46135.1077979907,0.0226154234468107,7243211.92428454,0.025042185940383,46135.1077979907,0.0226154234468107,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,2429880,15476.9426751592,27699.7063398236,12222.7636646644,70355.9645005408,0.0644012269879381,0.202338720978305,4.54585676106841,2.98089285243903,0.335469957996571,2,FALSE,2.45199872149736,0.0788361617009084,1.63871467640827,3.26581308379607,0.0192386523464613
"456","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.6555362,0.935397265149412,0.773622171921574,0.961313433714655,0.0581303095479038,0.577732718773961,0.25494194365111,0.577732718773961,0.358183128692362,0.7926492892121,55479.5914533167,0.000747336,65481090.2533626,1e-04,"3_109_15",3,109,15,1635,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0
"457","(Intercept)",509976.041261266,80066238.4780188,0.276565069940022,509976.041261266,0.249428793978257,80066238.4780188,0.276565069940022,509976.041261266,0.249428793978257,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"458","trend",0.0824327925261884,23065233.5874266,0.0796720073472776,146912.315843482,0.071854673154379,23065233.5874266,0.0796720073472776,146912.315843482,0.071854673154379,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"459","season",0.305361447983073,111789.368636067,0.000386143212708472,712.034195134187,0.0003482552437647,111789.368636067,0.000386143212708472,712.034195134187,0.0003482552437647,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"460","holiday",0.857122562716788,5965156.40873984,0.0206048633075129,238606.256349594,0.116702091748768,5965156.40873984,0.0206048633075129,238606.256349594,0.116702091748768,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"461","competitor_sales_B",0.169402543902852,147589752.114709,0.509805017594788,940062.115380309,0.459783481443657,147589752.114709,0.509805017594788,940062.115380309,0.459783481443657,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"462","events",0,0,0,0,0,0,0,0,0,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"463","tv_S",401559.578530256,7987570.56361041,0.0275906930757369,50876.2456280918,0.0248835230725187,7987570.56361041,0.0275906930757369,50876.2456280918,0.0248835230725187,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,7774236.44,49517.4295541401,105843.197280557,56325.7677264167,13294.4406664434,0.206047362680601,0.244236970459776,0.2684800238249,1.02744116740684,0.973291738468977,3,FALSE,1.09486847932964,0.017060001950342,0.90070672618025,1.28868159879771,0.545763385111102
"464","ooh_S",278779.726641237,9372886.33157601,0.0323758554555283,59699.9129399746,0.0291991703147404,9372886.33157601,0.0323758554555283,59699.9129399746,0.0291991703147404,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,24719081.6,157446.379617834,159609.99695805,2163.61734021528,66157.6324043675,0.655151359349006,0.286595948524959,0.420191512595909,0.379176155621251,2.63729663686678,3,FALSE,0.363531041047432,0.00820547730280162,0.269810063248447,0.456417252426175,0.587293251610921
"465","print_S",157728.678523884,3518452.48903923,0.0121534504081758,22410.5254078932,0.0109609665408696,3518452.48903923,0.0121534504081758,22410.5254078932,0.0109609665408696,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,1804904.93333333,11496.2097664544,17738.0920114901,6241.88224503571,20484.2279352437,0.0478369682055284,0.107584173408689,1.78182447531674,1.94938382851073,0.512982607824325,3,FALSE,1.98055571527319,0.030631917125063,1.62942027572878,2.32604470632484,0.340127691570676
"466","facebook_S",190598.733164952,4260220.84207449,0.0147156691452632,27135.1645992006,0.013271783050123,4260220.84207449,0.0147156691452632,27135.1645992006,0.013271783050123,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,1002234.0659765,6383.65647118789,6708.19638163346,324.539910445573,21331.0650597595,0.0265630827769259,0.130265319557635,3.3415120559879,4.25072444322042,0.235254016899384,3,FALSE,3.75945166386455,0.113917570276974,2.46594383129376,5.05663256308569,0.256413384779667
"467","search_S",295581.755862418,7565052.71772266,0.0261312305129873,48185.0491574692,0.0235672614529223,7565052.71772266,0.0261312305129873,48185.0491574692,0.0235672614529223,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,2429880,15476.9426751592,29950.0051748418,14473.0624996826,83898.5908136138,0.0644012269879381,0.231317588048941,5.42087623987084,3.11334416420674,0.321198026063654,3,FALSE,2.63445784015419,0.0610031081843411,1.94095178272358,3.32827126814803,0.02436170671419
"468","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.655358,0.934535221214882,0.77944576095022,0.958989518832255,0.0585168629962957,0.570253190639366,0.262487503644484,0.570253190639366,0.423646658222117,0.775202410531297,52277.6899188321,0.000698433,65481090.2533626,1e-04,"3_110_6",3,110,6,1641,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0
"469","(Intercept)",237671.844666593,37314479.6126551,0.129391583346466,237671.844666593,0.115846285014959,37314479.6126551,0.129391583346466,237671.844666593,0.115846285014959,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"470","trend",0.138646935954023,38794317.9644746,0.134523066605148,247097.566652704,0.12044058131121,38794317.9644746,0.134523066605148,247097.566652704,0.12044058131121,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"471","season",0.24044112572478,88022.7737209593,0.000305227519733117,560.654609687639,0.000273274917354795,88022.7737209593,0.000305227519733117,560.654609687639,0.000273274917354795,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"472","holiday",0.917624488299272,6386220.40218498,0.0221448396980452,255448.816087399,0.124511156955539,6386220.40218498,0.0221448396980452,255448.816087399,0.124511156955539,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"473","competitor_sales_B",0.205571416249796,179101409.383653,0.621051537641574,1140773.30817614,0.55603704335201,179101409.383653,0.621051537641574,1140773.30817614,0.55603704335201,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"474","events",0,0,0,0,0,0,0,0,0,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"475","tv_S",317884.59389629,7712865.68968197,0.0267451111227108,49126.5330552992,0.0239453114781204,7712865.68968197,0.0267451111227108,49126.5330552992,0.0239453114781204,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,7774236.44,49517.4295541401,109040.942909675,59523.5133555345,14612.3480577575,0.206047362680601,0.288874802678416,0.29509504409515,0.992105880649286,1.00795693232415,3,FALSE,1.09486847932964,0.017060001950342,0.90070672618025,1.28868159879771,0.581999817552151
"476","ooh_S",229063.967721296,8131882.2262989,0.0281980916729964,51795.4281929866,0.0252461874284429,8131882.2262989,0.0281980916729964,51795.4281929866,0.0252461874284429,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,24719081.6,157446.379617834,158645.269050179,1198.88943234482,61458.0454764378,0.655151359349006,0.304568492184268,0.390342703500794,0.328971858982775,3.03977368487425,3,FALSE,0.363531041047432,0.00820547730280162,0.269810063248447,0.456417252426175,0.511825424872719
"477","print_S",107632.62010809,2987314.61102647,0.0103588036463908,19027.4815988947,0.00927439705580018,2987314.61102647,0.0103588036463908,19027.4815988947,0.00927439705580018,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,1804904.93333333,11496.2097664544,18310.0034663204,6813.79369986601,17820.6856553331,0.0478369682055284,0.111885770285493,1.55013574189759,1.65510911730372,0.604189771867769,3,FALSE,1.98055571527319,0.030631917125063,1.62942027572878,2.32604470632484,0.356646218279305
"478","facebook_S",68207.02923482,2934127.63494557,0.0101743726394478,18688.7110506087,0.00910927312390801,2934127.63494557,0.0101743726394478,18688.7110506087,0.00910927312390801,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,1002234.0659765,6383.65647118789,6536.51750586687,152.861034678978,20207.1103820451,0.0265630827769259,0.109893725066686,3.16544451808274,2.92758721196209,0.341578210177313,3,FALSE,3.75945166386455,0.113917570276974,2.46594383129376,5.05663256308569,0.287091802151459
"479","search_S",149476.636987899,4933492.94702408,0.0171073661074876,31423.5219555674,0.0153164893626551,4933492.94702408,0.0171073661074876,31423.5219555674,0.0153164893626551,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,2429880,15476.9426751592,26877.9561710195,11401.0134958602,51684.706619267,0.0644012269879381,0.184777209785136,3.33946488683594,2.03034427503584,0.492527307952415,3,FALSE,2.63445784015419,0.0610031081843411,1.94095178272358,3.32827126814803,0.0150817690424391
"480","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.6582227,0.939443499768984,0.773367732252123,0.973920606599865,0.0562804508442831,0.572156638024776,0.221647390516169,0.572156638024776,0.394088002599335,0.868488192831726,20874.9209646494,0.000218815,65481090.2533626,1e-04,"3_110_11",3,110,11,1646,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0
"481","(Intercept)",488686.066107961,76723712.3789499,0.26457552200251,488686.066107961,0.239241482866006,76723712.3789499,0.26457552200251,488686.066107961,0.239241482866006,TRUE,0.655094,0.931531813126688,0.779877862364503,0.952094348618086,0.0598441354878701,0.569694307669136,0.283696890089981,0.569694307669136,0.524282787695922,0.715632170015839,67243.991711269,0.000927015,65481090.2533626,1e-04,"3_110_12",3,110,12,1647,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
